ISIN,Company,LEVEL2 SECTOR NAME,LEVEL3 SECTOR NAME,LEVEL4 SECTOR NAME,LEVEL5 SECTOR NAME,GEOGRAPHIC DESCR.,TotalValue,EV,SUPPLIERCOSTS
GB0031638363,INTERTEK GROUP,Industrials,Ind. Goods & Services,Ind. Support Services,Prof.Business Support,UNITED KINGDOM,"4,464,556,000","11,419,809,340","2,690,188,447"
IT0000072618,INTESA SANPAOLO,Financials,Banks,Banks,Banks,ITALY,"954,736,217,000",NA,"33,089,941,823"
US4612021034,INTUIT,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"35,736,000,000","169,526,300,000","7,904,649,220"
TW0002356003,INVENTEC,Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,TAIWAN,"10,247,049,000","5,409,075,760","14,119,024,144"
SE0010100958,LATOUR INVESTMENT B,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,SWEDEN,"6,033,885,000",NA,"1,679,605,732"
IL0006912120,DISCOUNT,Financials,Banks,Banks,Banks,ISRAEL,"119,239,480,000",NA,"4,342,321,334"
BRITSAACNOR0,ITAUSA INVESTMENT ON,Financials,Financial Services,Inv. Banking & Broker,Div. Fin. Services,BRAZIL,"18,336,937,000",NA,"370,790,489"
JP3386030005,JFE HOLDINGS,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,JAPAN,"37,389,352,000","16,516,608,410","24,942,130,268"
INE019A01038,JSW STEEL,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,INDIA,"28,131,265,000","34,484,545,860","15,159,818,245"
US4663131039,JABIL,Technology,Technology,"Tech. Hardware, Equip",Electronic Components,UNITED STATES,"18,402,000,000","25,028,820,000","21,345,679,938"
CNE000001F05,JCET GROUP 'A',Technology,Technology,"Tech. Hardware, Equip",Semiconductors,CHINA,"7,304,794,000","10,157,658,960","3,528,786,413"
CNE000001NY7,GOTION HIGH-TECH 'A',Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,CHINA,"14,596,940,000","14,108,407,750","3,472,479,602"
CNE000001FQ9,HENGTONG OPTIC-ELECTRIC 'A',Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,CHINA,"8,962,715,000","8,400,261,820","5,885,370,234"
CNE0000019P0,JIANGXI CPR. 'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Copper,CHINA,"26,328,975,000","20,295,064,130","54,598,683,786"
CNE000000MS3,CNPC CAPITAL 'A',Financials,Banks,Banks,Banks,CHINA,"147,827,062,000",NA,"3,344,436,904"
INE749A01030,JINDAL STEEL,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,INDIA,"10,034,295,000","13,646,655,050","4,468,724,367"
US4781601046,JOHNSON & JOHNSON,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,UNITED STATES,"169,643,000,000","465,223,900,000","48,788,788,821"
PHY4466S1007,JOLLIBEE FOODS,Consumer Discretion,Travel & Leisure,Travel & Leisure,Restaurants & Bars,PHILIPPINES,"4,394,132,000","5,533,331,390","2,663,017,755"
GRS282183003,JUMBO,Consumer Discretion,Retailers,Retailers,Diversified Retailers,GREECE,"1,766,923,000","4,371,654,690","898,368,084"
JP3210200006,KAJIMA,Industrials,Construction & Mats,Construction & Mats,Construction,JAPAN,"22,987,951,000","17,234,512,450","14,544,805,982"
BE0003565737,KBC GROUP,Financials,Banks,Banks,Banks,BELGIUM,"385,308,893,000",NA,"16,272,815,147"
PLKGHM000017,KGHM,Basic Materials,Basic Resources,Ind. Metals & Mining,Copper,POLAND,"12,973,810,000","11,316,872,830","6,562,824,136"
JP3240400006,KIKKOMAN,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,JAPAN,"4,522,969,000","7,969,987,370","3,589,551,470"
US4824801009,KLA,Technology,Technology,"Tech. Hardware, Equip",Prod. Tech. Equipment,UNITED STATES,"14,962,156,000","160,951,100,000","8,706,849,988"
JP3291200008,KOBE BUSSAN,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,JAPAN,"1,519,206,000","6,084,707,680","2,671,206,080"
KR7033780008,KT & G,Consumer Staples,"Food, Bev. and Tobacc",Tobacco,Tobacco,SOUTH KOREA,"9,417,414,000","9,525,471,240","2,675,724,022"
JP3266400005,KUBOTA,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Agri.,JAPAN,"37,625,379,000","21,479,041,930","12,891,719,550"
JP3249600002,KYOCERA,Technology,Technology,"Tech. Hardware, Equip",Electronic Components,JAPAN,"29,874,522,000","12,667,660,160","9,648,603,308"
JP3256000005,KYOWA KIRIN,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,JAPAN,"6,529,046,000","6,880,803,330","1,732,035,785"
ID1000125107,KALBE FARMA,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,INDONESIA,"1,821,024,000","2,914,512,180","1,113,527,025"
JP3228600007,KANSAI ELECTRIC PWR.,Utilities,Utilities,Electricity,Conv. Electricity,JAPAN,"62,692,924,000","39,364,860,450","18,079,030,612"
TH0016010009,KASIKORNBANK,Financials,Banks,Banks,Banks,THAILAND,"126,598,302,000",NA,"5,595,796,879"
US4878361082,KELLANOVA,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,UNITED STATES,"15,468,000,000","34,182,370,000","9,652,513,030"
FI0009000202,KESKO B,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,FINLAND,"8,754,295,000","12,933,160,360","9,888,681,840"
US4932671088,KEYCORP,Financials,Banks,Banks,Banks,UNITED STATES,"187,168,000,000",NA,"5,364,626,548"
KR7000270009,KIA CORPORATION,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,SOUTH KOREA,"62,553,995,000","18,333,775,030","56,393,809,421"
MXP606941179,KIMBERLY-CLARK DE MEXICO 'A',Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Personal Products,MEXICO,"2,471,517,000","6,639,669,460","2,110,778,567"
KYG525681477,KINGDEE INTL. SOFTWARE GROUP,Technology,Technology,Software & Comp. Svs.,Software,HONG KONG,"1,874,128,000","6,734,700,780","366,691,183"
IE0004927939,KINGSPAN GROUP,Industrials,Construction & Mats,Construction & Mats,Bldg Materials: Other,IRELAND,"10,080,440,000","16,688,092,520","6,658,053,175"
BRKLBNACNOR2,KLABIN ON,Basic Materials,Basic Resources,Industrial Materials,Paper,BRAZIL,"9,528,587,000",NA,"2,405,819,639"
FI0009013403,KONE B,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,FINLAND,"9,235,070,000","34,087,478,520","7,719,425,917"
NL0011794037,KONINKLIJKE AHOLD DELHAIZE,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,NETHERLANDS,"53,862,536,000","55,808,333,980","74,609,576,555"
NL0000009082,KPN KON,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,NETHERLANDS,"12,992,222,000","24,893,374,290","2,899,937,639"
KR7015760002,KOREA ELECTRIC POWER,Utilities,Utilities,Electricity,Conv. Electricity,SOUTH KOREA,"158,524,036,000","89,990,522,820","39,547,746,573"
KR7071050009,KOREA INVESTMENT HDG.,Financials,Financial Services,Inv. Banking & Broker,Investment Services,SOUTH KOREA,"74,140,065,000",NA,"1,002,160,397"
KR7010130003,KOREA ZINC,Basic Materials,Basic Resources,Ind. Metals & Mining,Nonferrous Metals,SOUTH KOREA,"9,979,970,000","12,294,747,670","6,283,858,894"
KR7003490000,KOREAN AIR LINES,Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,SOUTH KOREA,"30,603,425,000","15,887,170,130","6,927,214,930"
INE237A01028,KOTAK MAHINDRA BANK,Financials,Banks,Banks,Banks,INDIA,"102,786,135,000",NA,"7,261,556,985"
US6092071058,MONDELEZ INTERNATIONAL CL.A,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,UNITED STATES,"68,164,000,000","93,853,500,000","27,590,181,766"
US5010441013,KROGER,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,UNITED STATES,"52,616,000,000","59,289,860,000","117,867,897,804"
MYL2445OO004,KUALA LUMPUR KEPONG,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,MALAYSIA,"7,287,543,000","7,259,992,800","4,008,580,807"
CH0025238863,KUEHNE UND NAGEL INTERNATIONAL,Industrials,Ind. Goods & Services,Ind. Transportation,Marine Transportation,SWITZERLAND,"12,753,515,000","26,623,259,260","16,033,488,959"
ZAE000085346,KUMBA IRON ORE,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,SOUTH AFRICA,"5,232,971,000","4,694,902,740","2,787,336,830"
KW0EQ0100085,KUWAIT FINANCE HOUSE,Financials,Banks,Banks,Banks,KUWAIT,"118,756,583,000",NA,"6,240,222,353"
CNE0000018R8,KWEICHOW MOUTAI 'A',Consumer Staples,"Food, Bev. and Tobacc",Beverages,Distillers & Vintners,CHINA,"40,199,192,000","237,693,472,390","12,799,464,324"
FR0000120321,L'OREAL,Consumer Discretion,Consumer Prod & Svs,Personal Goods,Cosmetics,FRANCE,"57,345,225,000","223,549,151,520","25,701,085,171"
TW0003008009,LARGAN PRECISION,Technology,Technology,"Tech. Hardware, Equip",Electronic Components,TAIWAN,"6,589,631,000","5,423,403,800","1,298,982,249"
KR7003550001,LG,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,SOUTH KOREA,"21,344,518,000","9,322,170,700","3,388,751,068"
KR7034220004,LG DISPLAY,Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,SOUTH KOREA,"19,940,487,000","9,431,134,100","12,949,250,515"
KR7032640005,LG UPLUS,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,SOUTH KOREA,"13,376,384,000","8,136,631,210","4,965,627,862"
PLLPP0000011,LPP,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",POLAND,"4,253,886,000","12,406,241,780","2,842,627,380"
FR0000121014,LVMH,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",FRANCE,"149,777,629,000","348,067,324,200","50,048,405,052"
US5128073062,LAM RESEARCH,Technology,Technology,"Tech. Hardware, Equip",Prod. Tech. Equipment,UNITED STATES,"21,345,260,000","180,193,900,000","13,204,490,469"
CL0000000423,LATAM AIRLINES GROUP,Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,CHILE,"15,174,977,000","13,133,890,000,000","6,946,671,193"
GB00BYW0PQ60,LAND SECURITIES GROUP,Real Estate,Real Estate,REITs,Diversified REITs,UNITED KINGDOM,"14,999,806,000","10,699,941,220","353,504,435"
INE018A01030,LARSEN & TOUBRO,Industrials,Construction & Mats,Construction & Mats,Eng. & Contract Svs,INDIA,"43,959,303,000","68,416,615,630","22,332,934,482"
US5178341070,LAS VEGAS SANDS,Consumer Discretion,Travel & Leisure,Travel & Leisure,Casinos & Gambling,UNITED STATES,"20,544,000,000","46,110,210,000","6,447,187,629"
JP3979200007,LASERTEC,Technology,Technology,"Tech. Hardware, Equip",Prod. Tech. Equipment,JAPAN,"2,223,892,000","13,451,895,280","1,246,982,505"
GB0005603997,LEGAL & GENERAL,Financials,Insurance,Life Insurance,Life Insurance,UNITED KINGDOM,"679,334,322,000",NA,"22,614,159,909"
FR0010307819,LEGRAND,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,FRANCE,"16,460,369,000","44,153,369,060","6,413,873,465"
US5260571048,LENNAR A A,Consumer Discretion,Consumer Prod & Svs,Hhold Gds & Home Con.,Home Construction,UNITED STATES,"41,312,781,000","31,117,060,000","29,256,782,473"
KYG5496K1242,LI NING,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",HONG KONG,"4,761,984,000","3,900,808,370","2,242,252,578"
US5380341090,LIVE NATION ENTM.,Consumer Discretion,Travel & Leisure,Travel & Leisure,Recreational Services,UNITED STATES,"19,638,771,000","42,883,650,000","13,213,724,468"
CA5394811015,LOBLAW,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,CANADA,"28,286,613,000","55,402,723,120","33,921,100,426"
BRRENTACNOR4,LOCALIZA RENT A CAR ON,Consumer Discretion,Consumer Prod & Svs,Consumer Services,Rent & Lease:Consumer,BRAZIL,"14,047,929,000","14,619,997,240","3,388,913,487"
CH0025751329,LOGITECH 'R',Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,SWITZERLAND,"3,333,470,000","15,405,930,000","3,268,837,115"
CH0013841017,LONZA GROUP,Health Care,Health Care,Pharm. & Biotech,Biotechnology,SWITZERLAND,"21,715,623,000","54,913,679,990","3,984,568,260"
TW0003533006,LOTES,Technology,Technology,"Tech. Hardware, Equip",Electronic Components,TAIWAN,"1,522,202,000","4,061,746,830","657,360,562"
US5486611073,LOWE'S COMPANIES,Consumer Discretion,Retailers,Retailers,Home Imprv. Retailers,UNITED STATES,"42,858,000,000","169,385,300,000","63,132,246,764"
INE326A01037,LUPIN,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,INDIA,"3,351,461,000","9,871,210,400","1,459,334,683"
CNE000000GF2,LUZHOU LAO JIAO 'A',Consumer Staples,"Food, Bev. and Tobacc",Beverages,Distillers & Vintners,CHINA,"9,303,732,000","24,033,021,930","2,300,516,792"
CA59162N1096,METRO,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,CANADA,"10,459,845,000","14,073,197,860","12,607,230,400"
TW0002377009,MICRO-STAR INTERNATIONAL,Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,TAIWAN,"2,913,704,000","2,154,786,320","4,322,950,709"
JP3906000009,MINEBEA MITSUMI,Technology,Technology,"Tech. Hardware, Equip",Electronic Components,JAPAN,"10,476,104,000","11,256,622,430","7,293,270,617"
MYL3816OO005,MISC BHD.,Industrials,Ind. Goods & Services,Ind. Transportation,Marine Transportation,MALAYSIA,"13,492,631,000","9,807,043,380","1,734,389,284"
HU0000153937,MOL MAGYAR OLAJ-ES GAZIPARI,Energy,Energy,"Oil, Gas and Coal",Integrated Oil & Gas,HUNGARY,"20,990,516,000","9,253,102,150","17,422,719,431"
BRENEVACNOR8,ENEVA ON,Utilities,Utilities,Electricity,Conv. Electricity,BRAZIL,"8,076,659,000","8,719,938,900","1,149,007,033"
INE883A01011,MRF,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Tires,INDIA,"3,459,239,000","6,801,621,210","2,544,972,289"
ZAE000042164,MTN GROUP,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,SOUTH AFRICA,"22,284,244,000","23,201,688,760","4,979,817,606"
AU000000MQG1,MACQUARIE GROUP,Financials,Financial Services,Inv. Banking & Broker,Investment Services,AUSTRALIA,"276,144,350,000",NA,"5,055,054,901"
JP3862400003,MAKITA,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Tools,JAPAN,"7,278,332,000","6,305,460,970","3,382,934,309"
MYL1155OO000,MALAYAN BANKING,Financials,Banks,Banks,Banks,MALAYSIA,"240,109,820,000",NA,"6,663,918,071"
NO0003054108,MOWI,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,"Farming, Fishing",NORWAY,"8,783,995,000","14,828,797,170","4,354,085,923"
GB0031274896,MARKS & SPENCER GROUP,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,UNITED KINGDOM,"11,398,226,000","11,365,979,280","14,325,409,997"
JP3877600001,MARUBENI,Industrials,Ind. Goods & Services,Ind. Support Services,Industrial Suppliers,JAPAN,"61,493,874,000","47,573,331,390","32,977,634,582"
US5745991068,MASCO,Industrials,Construction & Mats,Construction & Mats,Bldg Materials: Other,UNITED STATES,"4,954,000,000","17,518,210,000","5,847,258,480"
US57636Q1040,MASTERCARD,Industrials,Ind. Goods & Services,Ind. Support Services,Transaction Process,UNITED STATES,"46,467,000,000","542,566,700,000","17,830,796,648"
US5797802064,MCCORMICK & COMPANY NV.,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,UNITED STATES,"13,070,300,000","24,318,190,000","5,090,642,549"
IT0000062957,MEDIOBANCA BC.FIN,Financials,Financial Services,Inv. Banking & Broker,Div. Fin. Services,ITALY,"121,287,328,000",NA,"1,660,038,893"
DE0006599905,MERCK KGAA,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,GERMANY,"52,036,194,000","62,695,685,560","12,033,208,957"
US59156R1086,METLIFE,Financials,Insurance,Life Insurance,Life Insurance,UNITED STATES,"674,463,000,000",NA,"51,714,174,349"
US8725901040,T-MOBILE US,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,UNITED STATES,"208,035,000,000","324,625,700,000","40,686,364,716"
US5926881054,METTLER TOLEDO INTL.,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Gauges,UNITED STATES,"3,205,413,000","30,442,260,000","2,773,267,990"
US5950171042,MICROCHIP TECH.,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,UNITED STATES,"13,646,500,000","36,566,380,000","3,152,645,622"
US5951121038,MICRON TECHNOLOGY,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,UNITED STATES,"82,182,000,000","217,795,700,000","26,771,989,287"
JP3910660004,TOKIO MARINE HOLDINGS,Financials,Insurance,Non-life Insurance,Prop. & Casualty Ins.,JAPAN,"208,137,874,000","47,202,175,710","34,297,170,478"
HK1208013172,MMG,Basic Materials,Basic Resources,Ind. Metals & Mining,Copper,HONG KONG,"14,706,820,000","16,330,330,000","3,452,990,973"
JP3899600005,MITSUBISHI ESTATE,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",JAPAN,"53,247,099,000","49,651,978,240","8,067,974,418"
JP3900000005,MITSUBISHI HEAVY INDS.,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,JAPAN,"42,791,096,000","99,234,547,140","22,581,236,806"
JP3902900004,MITSUBISHI UFJ FINL.GP.,Financials,Banks,Banks,Banks,JAPAN,"2,761,566,489,000",NA,"49,887,327,532"
JP3362700001,MITSUI OSK LINES,Industrials,Ind. Goods & Services,Ind. Transportation,Marine Transportation,JAPAN,"33,304,098,000","22,782,020,420","6,955,846,526"
JP3885780001,MIZUHO FINL.GP.,Financials,Banks,Banks,Banks,JAPAN,"1,893,023,325,000",NA,"34,396,551,914"
KW0EQ0601058,ZAIN GROUP,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,KUWAIT,"17,073,081,000","13,854,498,140","3,196,683,691"
US60855R1005,MOLINA HEALTHCARE,Health Care,Health Care,Health Care Providers,Health Care Mgmt. Svs,UNITED STATES,"15,423,000,000","6,701,078,000","16,964,724,465"
US60871R2094,MOLSON COORS BEVERAGE COMPANY B,Consumer Staples,"Food, Bev. and Tobacc",Beverages,Brewers,UNITED STATES,"26,064,300,000","14,733,240,000","7,115,883,707"
GB00BMWC6P49,MONDI,Industrials,Ind. Goods & Services,General Industrials,Containers & Package,UNITED KINGDOM,"9,653,530,000","8,722,407,280","5,622,662,251"
JP3922950005,MONOTARO,Consumer Discretion,Retailers,Retailers,Diversified Retailers,JAPAN,"915,487,000","6,692,334,530","1,383,217,462"
US6200763075,MOTOROLA SOLUTIONS,Telecommunications,Telecommunications,Telecom. Equipment,Telecom. Equipment,UNITED STATES,"13,315,000,000","76,905,180,000","8,151,619,356"
DE0008430026,MUNCH. RVRS.GESELL. MUNCH.N,Financials,Insurance,Non-life Insurance,Reinsurance,GERMANY,"293,923,260,000",NA,"44,014,227,112"
INE742F01042,ADANI PORTS AND SEZ.,Industrials,Ind. Goods & Services,Ind. Transportation,Transport Services,INDIA,"15,612,346,000","32,376,199,180","2,088,892,231"
GRS393503008,METLEN ENERGY & METALS DEAD - DELIST.18/09/25,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",GREECE,"10,942,200,000","10,497,387,050","4,494,014,049"
JP3778630008,BANDAI NAMCO HDG.,Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Toys,JAPAN,"7,241,960,000","16,903,757,150","5,789,149,560"
JP3164720009,RENESAS ELECTRONICS,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,JAPAN,"28,272,643,000","27,722,198,260","6,145,634,124"
PLCCC0000016,CCC,Consumer Discretion,Retailers,Retailers,Apparel Retailers,POLAND,"2,129,903,000","4,269,438,950","1,917,181,183"
KR7035420009,NAVER,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,SOUTH KOREA,"25,604,894,000","21,406,734,710","3,061,746,304"
JP3734800000,NIDEC,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,JAPAN,"22,059,397,000","18,925,808,330","12,489,209,887"
JP3749400002,NIPPON PAINT HOLDINGS,Industrials,Ind. Goods & Services,General Industrials,Paints & Coatings,JAPAN,"19,513,800,000","20,618,843,090","7,475,470,737"
JP3381000003,NIPPON STEEL,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,JAPAN,"72,270,840,000","47,391,970,630","44,629,773,760"
JP3672400003,NISSAN MOTOR,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,JAPAN,"126,123,028,000","10,571,599,640","65,273,743,221"
US6293775085,NRG ENERGY,Utilities,Utilities,Electricity,Conv. Electricity,UNITED STATES,"21,955,000,000","45,970,770,000","17,536,710,353"
INE733E01010,NTPC,Utilities,Utilities,Electricity,Conv. Electricity,INDIA,"61,215,030,000","47,107,001,580","13,720,889,113"
JP3165700000,NTT DATA GROUP DEAD - DELIST.26/09/25,Technology,Technology,Software & Comp. Svs.,Computer Services,JAPAN,"50,236,059,000","48,057,446,340","13,021,169,442"
US67066G1040,NVIDIA,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,UNITED STATES,"100,622,000,000","4,370,551,000,000","93,468,465,033"
ZAE000325783,NA,NA,NA,NA,NA,NA,NA,NA,NA
AU000000NAB4,NATIONAL AUS.BANK,Financials,Banks,Banks,Banks,AUSTRALIA,"733,011,354,000",NA,"23,137,958,989"
AEN000101016,FIRST ABU DHABI BANK,Financials,Banks,Banks,Banks,UNITED ARAB EMIRATES,"330,193,750,000","53,971,002,030","12,010,315,576"
ZAE000004875,NEDBANK GROUP,Financials,Banks,Banks,Banks,SOUTH AFRICA,"75,144,954,000",NA,"4,966,471,470"
FI0009013296,NESTE,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,FINLAND,"15,904,004,000","19,385,560,590","16,130,391,470"
MYL4707OO005,NESTLE (MALAYSIA),Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,MALAYSIA,"813,543,000","6,662,050,320","1,053,981,891"
INE239A01024,NESTLE INDIA,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,INDIA,"1,426,578,000","26,708,383,430","1,789,462,651"
US64110L1061,NETFLIX,Consumer Discretion,Media,Media,Entertainment,UNITED STATES,"52,452,816,000","502,296,100,000","16,702,186,466"
US64125C1099,NEUROCRINE BIOSCIENCES,Health Care,Health Care,Pharm. & Biotech,Biotechnology,UNITED STATES,"3,233,000,000","13,056,390,000","1,293,750,738"
ZAE000134854,CLICKS GROUP,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Drug Retailers,SOUTH AFRICA,"1,167,671,000","4,831,661,480","2,050,265,948"
US6516391066,NEWMONT,Basic Materials,Basic Resources,Prec. Metals & Mining,Gold Mining,UNITED STATES,"56,225,000,000","86,464,190,000","11,202,812,050"
GB0032089863,NEXT,Consumer Discretion,Retailers,Retailers,Diversified Retailers,UNITED KINGDOM,"6,083,560,000","23,526,940,420","5,763,459,408"
IL0002730112,NICE,Technology,Technology,Software & Comp. Svs.,Software,ISRAEL,"5,071,457,000",NA,"1,161,885,629"
JP3762800005,NOMURA RESEARCH INST.,Technology,Technology,Software & Comp. Svs.,Computer Services,JAPAN,"6,171,993,000","21,046,057,360","2,146,876,031"
FI4000297767,NORDEA BANK,Financials,Banks,Banks,Banks,FINLAND,"646,252,987,000",NA,"15,892,687,561"
US6558441084,NORFOLK SOUTHERN,Industrials,Ind. Goods & Services,Ind. Transportation,Railroads,UNITED STATES,"43,682,000,000","72,075,740,000","7,102,385,440"
AU000000NST8,NORTHERN STAR,Basic Materials,Basic Resources,Prec. Metals & Mining,Gold Mining,AUSTRALIA,"13,390,182,000","23,943,058,160","2,520,929,542"
US6658591044,NORTHERN TRUST,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",UNITED STATES,"155,508,400,000",NA,"4,056,245,476"
US6668071029,NORTHROP GRUMMAN,Industrials,Ind. Goods & Services,Aerospace & Defense,Defense,UNITED STATES,"47,760,000,000","97,912,820,000","24,860,446,410"
US6703461052,NUCOR,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,UNITED STATES,"33,940,000,000","37,494,910,000","23,588,775,142"
US67103H1077,O REILLY AUTOMOTIVE,Consumer Discretion,Retailers,Retailers,Specialty Retailers,UNITED STATES,"14,893,741,000","86,503,180,000","12,606,590,091"
JP3173400007,OBIC,Technology,Technology,Software & Comp. Svs.,Computer Services,JAPAN,"3,342,877,000","13,445,352,520","340,328,080"
US6821891057,ON SEMICONDUCTOR,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,UNITED STATES,"13,359,900,000","21,919,520,000","5,072,696,766"
JP3197600004,ONO PHARM.,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,JAPAN,"6,774,280,000","3,808,751,760","1,788,383,949"
KR7068270008,CELLTRION,Health Care,Health Care,Pharm. & Biotech,Biotechnology,SOUTH KOREA,"14,170,392,000","25,709,975,520","1,327,312,565"
JP3198900007,ORIENTAL LAND,Consumer Discretion,Travel & Leisure,Travel & Leisure,Recreational Services,JAPAN,"9,586,944,000","35,950,116,810","2,592,508,417"
JP3200450009,ORIX,Financials,Financial Services,Inv. Banking & Broker,Div. Fin. Services,JAPAN,"112,787,529,000",NA,"4,933,037,032"
INE213A01029,OIL & NATURAL GAS,Energy,Energy,"Oil, Gas and Coal",Oil: Crude Producers,INDIA,"87,940,028,000","43,584,541,000","53,998,839,914"
US6795801009,OLD DOMINION FGT.LINES,Industrials,Ind. Goods & Services,Ind. Transportation,Trucking,UNITED STATES,"5,491,395,000","31,806,990,000","3,406,666,822"
US6826801036,ONEOK,Energy,Energy,"Oil, Gas and Coal",Pipelines,UNITED STATES,"64,069,000,000","70,120,500,000","16,361,865,338"
PLOPTTC00011,CD PROJEKT,Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Elec. Entertainment,POLAND,"711,861,000","6,515,528,430","166,285,623"
AU000000ORG5,ORIGIN ENERGY (EX BORAL),Utilities,Utilities,"Gas, Water & Mul Util",Multi-Utilities,AUSTRALIA,"13,754,944,000","15,006,098,770","7,888,770,119"
FI0009014377,ORION B,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,FINLAND,"1,678,313,000","9,405,396,600","877,293,513"
HU0000061726,OTP BANK,Financials,Banks,Banks,Banks,HUNGARY,"109,153,459,000",NA,"6,063,586,970"
SG1S04926220,OVERSEA-CHINESE BKG.,Financials,Banks,Banks,Banks,SINGAPORE,"457,779,303,000",NA,"11,667,264,669"
US6907421019,OWENS CORNING,Industrials,Construction & Mats,Construction & Mats,Bldg Materials: Other,UNITED STATES,"14,021,000,000","14,342,360,000","8,197,963,952"
MYL6033OO004,PETRONAS GAS,Utilities,Utilities,"Gas, Water & Mul Util",Gas Distribution,MALAYSIA,"4,187,240,000","8,403,647,750","1,021,919,654"
